"","CASE_STATUS","EMPLOYER_STATE","SOC_NAME","FULL_TIME_POSITION","PREVAILING_WAGE","PW_SOURCE","WAGE_RATE_OF_PAY_FROM","WORKSITE_STATE","DECISION_DURATION","EMPLOYMENT_DURATION"
"4183","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",60050,"OES",71500,"West",6,1096
"4187","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",95306,"OES",108000,"West",6,1095
"4190","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",74589,"OES",74589,"Mid-Atlantic",6,1095
"4192","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",61506,"OES",79000,"South",6,1095
"4193","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",115000,"West",7,1095
"4195","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",54392,"OES",56500,"Midwest",6,1095
"4198","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",75421,"OES",77800,"Mid-Atlantic",7,1095
"4199","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",52166,"OES",75000,"Midwest",6,1095
"4200","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"OES",60000,"Mid-Atlantic",5,403
"4202","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",70283,"OES",70300,"Midwest",6,1095
"4203","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",89648,"OES",114500,"Midwest",4,1093
"4204","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70678,"OES",70678,"New England",4,1095
"4205","CERTIFIED","Midwest","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",79768,"OES",79800,"Mid-Atlantic",7,1094
"4206","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",54226,"Other",54226,"Midwest",7,1095
"4208","CERTIFIED","Mid-Atlantic","PHYSICIANS AND SURGEONS, ALL OTHER","Y",65700,"CBA",65700,"Mid-Atlantic",6,12
"4209","CERTIFIED","US Territory","SOFTWARE DEVELOPERS, APPLICATIONS","Y",54246,"OES",60000,"US Territory",6,1094
"4210","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",63000,"Southwest",6,1094
"4211","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",64900,"Mid-Atlantic",6,1095
"4212","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",75837,"OES",76000,"South",6,1095
"4213","CERTIFIED","West","PHYSICIANS AND SURGEONS, ALL OTHER","Y",187200,"OES",235200,"West",6,1095
"4214","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",123261,"OES",155000,"Mid-Atlantic",4,1094
"4216","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",84718,"OES",84718,"West",4,1093
"4217","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",61963,"Other",61963,"Midwest",6,1095
"4218","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",106454,"OES",130000,"West",6,1096
"4220","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90813,"OES",120000,"Mid-Atlantic",6,1096
"4221","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",79768,"OES",80000,"Mid-Atlantic",4,1095
"4222","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",77064,"OES",77064,"New England",6,1095
"4223","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",131997,"OES",2e+05,"Mid-Atlantic",6,1094
"4224","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",90126,"OES",111100,"South",6,1096
"4225","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64501,"OES",65000,"Midwest",6,1095
"4226","CERTIFIED","Midwest","OPERATIONS RESEARCH ANALYSTS","Y",59280,"OES",93800,"Midwest",4,1096
"4228","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70013,"Other",70013,"Mid-Atlantic",4,1096
"4229","CERTIFIED","Southwest","FINANCIAL ANALYSTS","Y",56306,"Other",57000,"West",6,1096
"4230","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",102731,"OES",102731,"Southwest",6,1095
"4232","CERTIFIED","West","COMPUTER PROGRAMMERS","Y",55162,"OES",55500,"West",4,1095
"4233","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",88982,"OES",104125,"Southwest",6,1096
"4234","CERTIFIED","Midwest","MANAGEMENT ANALYSTS","Y",73362,"OES",99120,"Midwest",7,1094
"4236","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",73570,"OES",74565,"Southwest",6,1093
"4240","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",75795,"Other",76000,"Mid-Atlantic",6,1096
"4241","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",78603,"OES",78603,"New England",6,1094
"4242","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55910,"Other",60000,"Mid-Atlantic",4,1095
"4243","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",106101,"OES",110886,"West",4,1096
"4245","CERTIFIED","West","FINANCIAL ANALYSTS","Y",72488,"OES",92500,"West",6,1096
"4246","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",65000,"Mid-Atlantic",142,1096
"4247","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",45136,"OES",60000,"Midwest",6,1096
"4248","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",58656,"Other",59000,"Midwest",6,1095
"4249","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58510,"Other",60000,"South",4,1092
"4251","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",136000,"West",179,1095
"4252","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",120182,"Other",145000,"Mid-Atlantic",354,1094
"4253","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",66248,"OES",81400,"Mid-Atlantic",8,1096
"4255","CERTIFIED","New England","COMPUTER SYSTEMS ANALYSTS","Y",82534,"OES",85000,"New England",6,327
"4257","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",112549,"OES",135775,"West",6,1095
"4259","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",63274,"Other",65000,"Southwest",125,1095
"4260","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",50294,"OES",74825,"Mid-Atlantic",4,1094
"4261","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",68952,"OES",68952,"New England",6,185
"4262","CERTIFIED","Midwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",59446,"Other",60072,"Midwest",6,1095
"4264","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",82098,"OES",82098,"South",6,1095
"4266","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",67454,"OES",67454,"South",6,571
"4267","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",83678,"OES",83678,"West",4,1093
"4268","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",73299,"OES",1e+05,"South",6,1096
"4269","CERTIFIED","Midwest","ELECTRICAL ENGINEERS","Y",67758,"Other",72578,"South",6,1096
"4270","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",60050,"OES",61000,"West",6,1096
"4272","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",104936,"OES",104936,"Mid-Atlantic",6,1096
"4273","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",112549,"OES",112549,"West",6,1095
"4274","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",90646,"Other",1e+05,"South",7,1095
"4275","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",85946,"OES",94758,"Midwest",6,1096
"4277","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102531,"Other",113000,"Southwest",6,1094
"4278","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",67891,"OES",67891,"Southwest",7,1092
"4280","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",117770,"OES",150000,"West",6,1095
"4281","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",107848,"OES",139381,"South",6,1096
"4283","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",60195,"Other",65000,"Midwest",7,1095
"4284","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",89669,"Other",89669,"West",6,1095
"4285","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",67642,"Other",67642,"West",4,1096
"4286","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",72489,"Other",81250,"Southwest",6,1094
"4292","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58510,"OES",65000,"South",6,1096
"4293","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",47154,"Other",60320,"Mid-Atlantic",4,1095
"4294","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",66830,"OES",66830,"Midwest",4,674
"4295","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",76461,"OES",76500,"Mid-Atlantic",6,1095
"4296","CERTIFIED","Midwest","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",67142,"OES",70000,"South",7,1095
"4298","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",52116,"OES",60000,"Midwest",46,1095
"4299","CERTIFIED","South","COMPUTER OCCUPATIONS, ALL OTHER","Y",71510,"OES",75000,"South",6,1095
"4300","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",74277,"OES",75000,"Mid-Atlantic",6,1095
"4301","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",59571,"OES",60000,"South",6,1094
"4302","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",82410,"OES",83000,"Mid-Atlantic",6,1095
"4303","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",71698,"OES",71698,"Midwest",7,1095
"4305","CERTIFIED","US Territory","ACCOUNTANTS AND AUDITORS","Y",19.13,"Other",19.23,"US Territory",6,1095
"4306","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",52478,"Other",60000,"Southwest",4,1095
"4307","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",95160,"OES",110000,"Mid-Atlantic",6,1095
"4308","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",61402,"OES",89500,"Midwest",6,1095
"4310","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",62754,"Southwest",5,1095
"4311","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",66518,"OES",66518,"West",4,1095
"4312","CERTIFIED","Midwest","FINANCIAL ANALYSTS","Y",69389,"OES",73000,"Mid-Atlantic",6,1096
"4313","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",91021,"OES",91021,"Midwest",6,1095
"4314","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",78853,"OES",78853,"West",6,1070
"4315","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",72654,"OES",72654,"South",6,1095
"4316","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",71635,"OES",84406,"Midwest",6,1095
"4317","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",133016,"OES",140000,"West",6,1096
"4318","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",55661,"OES",62332,"Southwest",4,1095
"4319","CERTIFIED","West","OPERATIONS RESEARCH ANALYSTS","Y",115211,"OES",120000,"West",6,1094
"4320","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",110635,"OES",110635,"South",6,1096
"4321","CERTIFIED","South","PHYSICIANS AND SURGEONS, ALL OTHER","Y",182541,"OES",260727,"South",7,1094
"4322","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",92768,"OES",94000,"Mid-Atlantic",6,1095
"4323","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",77896,"OES",78000,"South",6,1095
"4325","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",61610,"OES",72000,"West",6,1095
"4326","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",65374,"OES",66000,"Midwest",6,1095
"4327","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",67434,"OES",74500,"South",6,1093
"4328","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",58552,"OES",62500,"South",6,1095
"4329","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80870,"Other",90000,"West",6,1094
"4330","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",83533,"Other",122000,"Midwest",6,1096
"4331","CERTIFIED","Southwest","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Y",44866,"Other",78000,"Southwest",7,1095
"4332","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",66269,"OES",72000,"New England",6,1095
"4335","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",66186,"OES",67000,"Midwest",6,1096
"4337","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",57533,"OES",60000,"West",4,1096
"4339","CERTIFIED","South","COMPUTER SYSTEMS ANALYSTS","Y",47154,"OES",50000,"South",6,1096
"4341","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",22.26,"OES",25,"Southwest",7,730
"4342","CERTIFIED","Midwest","MANAGEMENT ANALYSTS","Y",56826,"OES",57000,"Midwest",4,1095
"4343","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",36.7,"Other",40,"Southwest",6,1003
"4346","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",74568,"OES",90600,"Southwest",6,1095
"4347","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",50856,"Other",51000,"Midwest",231,1095
"4349","CERTIFIED","Midwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",165776,"Other",375000,"Midwest",6,1095
"4350","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",70803,"Other",95701,"South",5,1094
"4353","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",23.14,"OES",30,"South",38,1094
"4355","CERTIFIED","Southwest","COMPUTER PROGRAMMERS","Y",98550,"OES",1e+05,"South",7,1091
"4356","CERTIFIED","West","PHYSICIANS AND SURGEONS, ALL OTHER","Y",54579,"OES",216000,"Midwest",6,1095
"4357","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",58698,"OES",65000,"Midwest",6,1095
"4359","CERTIFIED","West","ELECTRICAL ENGINEERS","Y",72363,"OES",79560,"West",6,1095
"4361","CERTIFIED","Midwest","PHYSICIANS AND SURGEONS, ALL OTHER","Y",60854,"Other",61987,"Midwest",6,729
"4362","CERTIFIED","South","MANAGEMENT ANALYSTS","Y",66331,"OES",67000,"South",6,1095
"4363","CERTIFIED","Southwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",71781,"OES",71781,"Mid-Atlantic",6,1095
"4364","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",76170,"OES",86177,"West",6,1093
"4365","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",63336,"OES",63336,"West",6,1095
"4366","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",74090,"OES",74213,"Mid-Atlantic",6,789
"4369","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",81203,"Other",81203,"Midwest",6,1096
"4370","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",67891,"OES",67891,"Southwest",6,1095
"4371","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",94806,"OES",94806,"West",6,1095
"4373","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",67642,"OES",79153,"West",6,1093
"4374","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",45136,"OES",69295,"Midwest",5,1095
"4376","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62754,"OES",62900,"Southwest",5,365
"4377","CERTIFIED","South","COMPUTER PROGRAMMERS","Y",71718,"OES",78890,"Mid-Atlantic",6,531
"4378","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",76336,"OES",90000,"Southwest",7,1095
"4380","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",53165,"OES",60000,"Mid-Atlantic",6,1095
"4382","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",63170,"OES",63170,"West",6,1095
"4385","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",51730,"Other",52000,"Mid-Atlantic",372,1095
"4387","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",55910,"OES",64900,"Mid-Atlantic",6,1095
"4388","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",74443,"OES",75000,"West",6,1096
"4390","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",86154,"OES",86154,"Mid-Atlantic",4,1095
"4391","CERTIFIED","Mid-Atlantic","ACCOUNTANTS AND AUDITORS","N",27.14,"OES",30,"Mid-Atlantic",6,366
"4396","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",102731,"OES",137945,"Southwest",6,1095
"4398","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",122533,"OES",140145,"West",6,1095
"4400","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",131997,"OES",175000,"Mid-Atlantic",6,1096
"4401","CERTIFIED","Mid-Atlantic","ACCOUNTANTS AND AUDITORS","Y",77400,"Other",78187,"West",6,1096
"4402","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",81203,"Other",88500,"Midwest",6,1096
"4403","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",63170,"OES",63170,"West",6,1096
"4404","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",72405,"Other",73000,"Midwest",6,1095
"4405","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",76773,"OES",76773,"Midwest",7,1095
"4406","CERTIFIED","Southwest","MECHANICAL ENGINEERS","Y",56014,"OES",56014,"Southwest",6,1095
"4407","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",67558,"Other",74500,"Southwest",6,1095
"4409","CERTIFIED","Midwest","COMPUTER PROGRAMMERS","Y",45136,"OES",60000,"Midwest",5,1096
"4410","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",64813,"OES",64813,"Mid-Atlantic",7,1096
"4411","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",73091,"OES",73091,"West",4,608
"4412","CERTIFIED","South","COMPUTER PROGRAMMERS","N",31.98,"OES",32,"South",4,1095
"4413","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",79331,"Other",79331,"South",6,1096
"4414","CERTIFIED","South","COMPUTER OCCUPATIONS, ALL OTHER","Y",106995,"OES",106995,"Midwest",6,1094
"4415","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",77563,"OES",78278,"Mid-Atlantic",6,1093
"4416","CERTIFIED","South","OPERATIONS RESEARCH ANALYSTS","Y",64813,"Other",95621.64,"South",6,364
"4418","CERTIFIED","West","ACCOUNTANTS AND AUDITORS","Y",63086,"OES",67000,"West",6,1095
"4419","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",78208,"OES",78208,"Midwest",4,1093
"4420","CERTIFIED","New England","SOFTWARE DEVELOPERS, APPLICATIONS","Y",84427,"OES",92768,"New England",4,1095
"4422","CERTIFIED","South","ACCOUNTANTS AND AUDITORS","Y",64064,"OES",69700,"Southwest",7,1094
"4424","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",76586,"OES",76586,"Southwest",6,584
"4427","CERTIFIED","Midwest","COMPUTER SYSTEMS ANALYSTS","Y",74963,"OES",77600,"Mid-Atlantic",6,1095
"4428","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",31.57,"OES",31.57,"Mid-Atlantic",225,1094
"4429","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",106454,"OES",110000,"West",8,1095
"4430","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",79165,"OES",79165,"Mid-Atlantic",7,1095
"4431","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",92768,"OES",92768,"Mid-Atlantic",6,1095
"4432","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",85197,"OES",90000,"Southwest",6,307
"4436","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",73590,"OES",73590,"Mid-Atlantic",6,1096
"4437","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70013,"OES",90000,"Mid-Atlantic",22,1095
"4438","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",70803,"OES",75400,"Mid-Atlantic",6,1095
"4441","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",52499,"OES",60000,"Mid-Atlantic",713,1095
"4442","CERTIFIED","Mid-Atlantic","COMPUTER PROGRAMMERS","Y",55349,"OES",65616,"Mid-Atlantic",4,1096
"4443","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",74214,"OES",1e+05,"South",6,1095
"4444","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",63274,"OES",63274,"Southwest",6,729
"4445","CERTIFIED","Midwest","MECHANICAL ENGINEERS","Y",29.99,"Other",41.71,"Midwest",7,1095
"4446","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",71843,"OES",77000,"Midwest",6,1096
"4447","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",131997,"OES",135000,"Mid-Atlantic",6,1096
"4448","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",67642,"OES",70000,"West",6,1095
"4450","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",52125,"OES",60000,"Mid-Atlantic",6,1095
"4453","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",64813,"OES",66000,"Mid-Atlantic",7,728
"4455","CERTIFIED","New England","COMPUTER PROGRAMMERS","Y",67496,"Other",67500,"New England",6,1095
"4456","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",43722,"OES",50000,"West",4,1095
"4457","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYSTS","Y",62587,"Other",65000,"West",6,729
"4459","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",87859,"OES",131580,"New England",6,1095
"4460","CERTIFIED","West","COMPUTER PROGRAMMERS","Y",52229,"OES",52229,"West",6,1095
"4461","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",80870,"OES",81000,"West",4,1096
"4463","CERTIFIED","West","COMPUTER OCCUPATIONS, ALL OTHER","Y",60278,"OES",60278,"Midwest",4,1095
"4464","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",69472,"OES",72139,"New England",6,1093
"4467","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",85197,"OES",85197,"Southwest",6,1095
"4471","CERTIFIED","Mid-Atlantic","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Y",69139,"OES",69139,"Southwest",6,1094
"4472","CERTIFIED","Mid-Atlantic","MANAGEMENT ANALYSTS","Y",40.48,"OES",60.44,"Mid-Atlantic",4,1096
"4473","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",38.66,"OES",41,"Mid-Atlantic",783,1096
"4474","CERTIFIED","Mid-Atlantic","COMPUTER OCCUPATIONS, ALL OTHER","Y",45.92,"Other",50.48,"Mid-Atlantic",7,1095
"4475","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",118726,"OES",120000,"West",6,1095
"4477","CERTIFIED","Southwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",68827,"OES",68827,"Southwest",4,1095
"4478","CERTIFIED","South","COMPUTER OCCUPATIONS, ALL OTHER","Y",54829,"OES",65000,"West",6,1095
"4479","CERTIFIED","Midwest","COMPUTER OCCUPATIONS, ALL OTHER","Y",83054,"OES",95000,"Midwest",6,1095
"4480","CERTIFIED","West","COMPUTER SYSTEMS ANALYSTS","Y",60050,"OES",110000,"West",6,1096
"4481","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",61734,"OES",61734,"Mid-Atlantic",139,1095
"4482","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",47611,"OES",60000,"South",6,1096
"4483","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",88587,"OES",96000,"West",157,878
"4484","CERTIFIED","South","SOFTWARE DEVELOPERS, APPLICATIONS","Y",54787,"OES",76000,"Southwest",6,1096
"4485","CERTIFIED","Mid-Atlantic","FINANCIAL ANALYSTS","Y",65749,"OES",90220,"Mid-Atlantic",8,1095
"4488","CERTIFIED","West","SOFTWARE DEVELOPERS, APPLICATIONS","Y",102149,"OES",120000,"West",4,1096
"4489","CERTIFIED","Midwest","SOFTWARE DEVELOPERS, APPLICATIONS","Y",37.92,"OES",42.98,"Midwest",6,1095
"4490","CERTIFIED","Southwest","COMPUTER SYSTEMS ANALYST","Y",57907,"OES",63508,"Mid-Atlantic",6,1093
"4492","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",67954,"OES",75000,"Midwest",4,1095
"4493","CERTIFIED","Mid-Atlantic","COMPUTER SYSTEMS ANALYSTS","Y",84864,"OES",84864,"Mid-Atlantic",7,1094
"4494","CERTIFIED","Mid-Atlantic","SOFTWARE DEVELOPERS, APPLICATIONS","Y",95306,"OES",95306,"South",6,1096
